"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","Current Price","List Price","HOA Fee","Building Name","Lot Size Acres","Main Level Bedrooms","Main Level Full Baths","Main Level Half Baths","Municipality","Pool","Price/SqFt","RATIO Close Price By List Price","RATIO Close Price By Original List Price","Selling Office Name","Total SQFT","Year Built","Zip Code","Legal Subdivision","Age","Original List Price","Above Grade Finished SQFT","DOM","List Agent Full Name","Selling Agent Full Name","List Office Name"
"1000194521","RES","CLS","211 Fairfax St #A","Alexandria","Alexandria City, VA","3","4/1","Interior Row/Townhouse","10/13/17","$865,000","$879,000.00","","THOMPSON HOUSE","","2","3","0","","No Pool","$191.58","0.98407","0.95055","Coldwell Banker Realty","4,515","1780","22314","THOMPSON HOUSE","242","$910,000","4,515","85","F. Charles York II","Bart Chamberlin","Coldwell Banker Realty (CBRB54)"
"1000083175","RES","CLS","105 King Henry Ct","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","10/16/17","$660,000","$659,900.00","","KING HENRY COURT","","0","0","0","","No Pool","$473.12","1.00015","1.00015","Keller Williams Capital Properties","1,395","1979","22314","KING HENRY COURT","43","$659,900","1,395","16","Wendy Santantonio","David F Thomas","McEnearney Associates, Inc. (MCE1)"
"1001775307","RES","CLS","635 First St #101","Alexandria","Alexandria City, VA","3","2/1","Unit/Flat/Apartment","10/16/17","$1,200,000","$1,200,000.00","","LIBERTY ROW","","3","2","1","","No Pool","$576.92","1.00000","1.00000","Weichert, REALTORS","2,080","2004","22314","LIBERTY ROW","18","$1,200,000","2,080","1","Patricia A Vanderhyde","Diann S Hicks Carlson","Long & Foster Real Estate, Inc. (LNG183)"
"1000194535","RES","CLS","555 Washington St S #100","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","10/16/17","$1,100,000","$1,100,000.00","","GENERAL WASHINGTON CLUB","","0","0","1","","No Pool","$499.55","1.00000","1.00091","Washington Fine Properties, LLC","2,202","2008","22314","GENERAL WASHINGTON CLUB","14","$1,099,000","2,202","12","Sue S Goodhart","Elizabeth M Lavette","McEnearney Associates, Inc. (MCE1)"
"1000156381","RES","CLS","2151 Jamieson Ave #906","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","10/17/17","$472,500","$479,900.00","$0.00","CARLYLE TOWERS","","2","2","0","","Yes - Community, Yes - Personal","$508.06","0.98458","0.98458","Redfin Corporation","930","1999","22314","","23","$479,900","930","19","Carol S Feinthel","Douglas Ackerson","McEnearney Associates, Inc. (MCE1)"
"1001013103","RES","CLS","823 Church St","Alexandria","Alexandria City, VA","2","2/0","Twin/Semi-Detached","10/18/17","$645,000","$645,000.00","","","0.07","0","0","0","","No Pool","$786.59","1.00000","1.00000","TTR Sotheby's International Realty","1,230","1942","22314","HUNTING CREEK","80","$645,000","820","4","Nancy Perkins","Nancy Perkins","TTR Sotheby's International Realty (TTRS6)"
"1003766765","RES","CLS","536 Colecroft Ct #536","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","10/18/17","$385,000","$400,000.00","$0.00","COLECROFT","","2","1","0","","No Pool","$442.53","0.96250","0.96250","McEnearney Associates, Inc.","870","1987","22314","COLECROFT","35","$400,000","870","1","Clayton D Chamberlin","Clayton D Chamberlin","McEnearney Associates, Inc. (MCE6)"
"1000194469","RES","CLS","525 Saint Asaph St N","Alexandria","Alexandria City, VA","3","4/0","Interior Row/Townhouse","10/19/17","$2,318,313","$2,249,900.00","$170.00","","0.05","0","0","0","","No Pool","","1.03041","0.85867","TTR Sotheby's International Realty","","2017","22314","","5","$2,699,900","","67","Laura E Henne","Brent E Jackson","McWilliams/Ballard Inc. (MCWB1)"
"1000082127","RES","CLS","726 Fayette St #11","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","10/19/17","$225,000","$259,000.00","$0.00","LAFAYETTE COURT","","2","1","0","","No Pool","$285.17","0.86873","1.02273","Move4Free Realty, LLC","789","1950","22314","FAYETTE COURT","72","$220,000","789","149","Azar K Abbasi","Azar K Abbasi","Move4Free Realty, LLC (MFFR1)"
"1004115179","RES","CLS","501 Slaters Ln #805","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","10/19/17","$375,000","$375,000.00","","MARINA TOWERS","","1","1","0","","Yes - Community","$446.43","1.00000","1.00000","Long & Foster Real Estate, Inc.","840","1970","22314","MARINA TOWERS","52","$375,000","840","0","Brandy K Buzinski","Ellen W Young","Long & Foster Real Estate, Inc. (LNG183)"
"1000083079","RES","CLS","545 Braddock Rd #206","Alexandria","Alexandria City, VA","2","1/1","Unit/Flat/Apartment","10/19/17","$382,000","$389,000.00","","COLECROFT","","2","1","1","","No Pool","$433.11","0.98201","0.98201","Smith & Schnider LLC","882","1987","22314","COLECROFT","35","$389,000","882","36","Patricia M Shannon","Amber Tomasch","Long & Foster Real Estate, Inc. (LNG95)"
"1000082223","RES","CLS","2121 Jamieson Ave #1506","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","10/19/17","$522,000","$529,000.00","","CARLYLE TOWERS","","2","2","0","","Yes - Community, Yes - Personal","$450.00","0.98677","0.95780","KW United","1,160","1997","22314","","25","$545,000","1,160","106","Hong-Hoa Phuong","Hong-Hoa Phuong","KW United (KWR13)"
"1001004885","RES","CLS","510 Columbus St S","Alexandria","Alexandria City, VA","2","2/1","End of Row/Townhouse","10/19/17","$635,900","$609,990.00","$185.00","","0.04","0","0","1","","No Pool","$504.68","1.04248","1.04248","Long & Foster Real Estate, Inc.","1,260","1984","22314","","38","$609,990","1,260","4","Joy L Deevy","Mindy L Brubaker","TTR Sothebys International Realty (TTRS3)"
"1000156245","RES","CLS","915 Patrick St N #307","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","10/20/17","$352,000","$359,900.00","$0.00","OLD TOWN COMMONS","","1","1","0","","No Pool","$556.08","0.97805","0.92656","McWilliams/Ballard Inc.","633","2014","22314","","8","$379,900","633","129","Sue S Goodhart","Robert J Test","McEnearney Associates, Inc. (MCE1)"
"1000082997","RES","CLS","610 West St N #304","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","10/20/17","$386,000","$399,900.00","","COLECROFT","","2","1","0","","No Pool","$424.64","0.96524","0.96524","McEnearney Associates, Inc.","909","1987","22314","COLECROFT","35","$399,900","909","18","Ann E Romer","Kimberly C Peele","Weichert, REALTORS (WEI70)"
"1000082445","RES","CLS","156 Hilton St","Alexandria","Alexandria City, VA","4","2/0","Detached","10/20/17","$601,200","$615,000.00","","","0.12","2","1","0","","No Pool","$480.96","0.97756","0.93209","Washington Fine Properties, LLC","1,250","1940","22314","GLENMORE","82","$645,000","1,250","59","Michele A. Brantley","Virginia R Wilkes","Weichert, REALTORS (WEI61)"
"1000082089","RES","CLS","112 Roberts Ln #200","Alexandria","Alexandria City, VA","3","2/0","Unit/Flat/Apartment","10/20/17","$370,000","$379,000.00","","FORT ELLSWORTH","","3","2","0","","Yes - Community","$288.61","0.97625","0.96104","McEnearney Associates, Inc.","1,282","1974","22314","FORT ELLSWORTH","48","$385,000","1,282","112","Kimberly L Darwaza","Delaine Campbell","RE/MAX Executives (RMAX202)"
"1000083407","RES","CLS","408 Lee St N","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","10/20/17","$895,000","$895,000.00","$0.00","PRINCESS","","0","0","1","","Yes - Community, Yes - Personal","$579.66","1.00000","1.00000","TTR Sotheby's International Realty","1,544","1977","22314","PRINCESS","45","$895,000","1,544","6","Jeanne V Russell Warner","Heather C Corey","TTR Sotheby's International Realty (TTRS6)"
"1003766767","RES","CLS","1062 Royal St","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","10/20/17","$699,000","$699,000.00","","WATERGATE OF ALE","","0","0","1","","No Pool","$387.47","1.00000","1.00000","Coldwell Banker Realty","1,804","1977","22314","WATERGATE OF ALEXANDRIA","45","$699,000","1,804","0","Christie Abramovic","Cody J McBeth","TTR Sotheby's International Realty (TTRS6)"
"1000082121","RES","CLS","422 Euille St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","10/20/17","$930,000","$949,900.00","$174.00","","0.02","0","0","1","","No Pool","$462.23","0.97905","0.96885","TTR Sotheby's International Realty","2,772","2005","22314","CHATHAM SQUARE","17","$959,900","2,012","136","Christine R Garner","Courtney Abrams","Weichert, REALTORS (WEI58)"
"1002761939","RES","CLS","1852 Carpenter Rd","Alexandria","Alexandria City, VA","3","3/2","End of Row/Townhouse","10/20/17","$867,500","$879,900.00","$180.00","","0.03","0","0","1","","No Pool","$324.91","0.98591","0.98591","TTR Sotheby's International Realty","2,670","2010","22314","POTOMAC GREENS","12","$879,900","2,670","0","Non Member","Greg Doherty","Metropolitan Regional Information Systems, Inc. (MRIS1)"
"1000156267","RES","CLS","801 Pitt St #214","Alexandria","Alexandria City, VA","0","1/0","Unit/Flat/Apartment","10/23/17","$169,900","$169,900.00","$0.00","PORT ROYAL","","0","1","0","","No Pool","$442.45","1.00000","1.00000","Exit Realty Associates, LLC.","384","1965","22314","PORT ROYAL","57","$169,900","384","30","David D Thorpe","Carla J Moore","RE/MAX Allegiance (RMAX127)"
"1001013155","RES","CLS","2050 Jamieson Ave #1408","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","10/23/17","$358,000","$349,900.00","","THE JAMIESON","","1","1","0","","No Pool","$521.87","1.02315","0.99472","Pearson Smith Realty, LLC","686","2008","22314","THE JAMIESON","14","$359,900","686","14","Daan De Raedt","Arianne N Gharavi","RE/MAX Allegiance (RMAX1020)"
"1000083395","RES","CLS","525 Fayette St #623","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","10/23/17","$572,500","$575,000.00","$0.00","THE HENRY","","2","2","0","","No Pool","$521.88","0.99565","0.99565","Weichert, REALTORS","1,097","2008","22314","THE MONARCH","14","$575,000","1,097","5","Irina Babb","Lisa A Thompson","RE/MAX Allegiance (RMAX127)"
"1000156281","RES","CLS","1724 Potomac Greens Dr","Alexandria","Alexandria City, VA","3","3/2","Interior Row/Townhouse","10/23/17","$813,000","$834,900.00","$180.00","POTOMAC GREENS","0.02","0","0","1","","Yes - Community","$308.66","0.97377","0.97377","Weichert, REALTORS","2,634","2009","22314","POTOMAC GREENS","13","$834,900","2,634","16","Nicole M McCullar","Lisa K McCaskill","KW Metro Center (KWR19)"
"1000083041","RES","CLS","601 Queen St","Alexandria","Alexandria City, VA","5","4/1","Twin/Semi-Detached","10/23/17","$2,800,000","$2,990,000.00","","","0.06","0","0","1","","No Pool","$583.33","0.93645","0.93645","McEnearney Associates, Inc.","4,800","1842","22314","","180","$2,990,000","4,800","24","Robert Hryniewicki","Joan B Shannon","Washington Fine Properties, LLC (WFP1)"
"1001013169","RES","CLS","334 Patrick St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","10/24/17","$655,000","$649,000.00","","","0.04","0","0","1","","No Pool","$437.25","1.00924","1.00924","Redfin Corporation","1,498","1900","22314","","122","$649,000","1,498","6","Elizabeth H Lucchesi","Grant G Grindler","Long & Foster Real Estate, Inc. (LNG183)"
"1001013163","RES","CLS","326-A Commerce St","Alexandria","Alexandria City, VA","2","1/1","End of Row/Townhouse","10/25/17","$659,000","$659,000.00","","","0.04","0","0","1","","No Pool","$593.69","1.00000","1.00000","TTR Sotheby's International Realty","1,110","1978","22314","","44","$659,000","1,110","9","Paul V Anderson","VLADIMIR DALLENBACH","McEnearney Associates, Inc. (MCE1)"
"1000083253","RES","CLS","104 Prince St","Alexandria","Alexandria City, VA","5","4/1","Twin/Semi-Detached","10/25/17","$999,000","$959,000.00","","","0.02","0","0","1","","No Pool","$407.76","1.04171","1.04171","Century 21 Accent Homes","3,150","1973","22314","","49","$959,000","2,450","8","Paul V Anderson","Ginger Chamberlain","McEnearney Associates, Inc. (MCE1)"
"1000156389","RES","CLS","2121 Jamieson Ave #1805","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","10/27/17","$383,000","$390,000.00","","CARLYLE TOWERS","","1","1","0","","Yes - Community","$491.03","0.98205","0.98205","Redfin Corporation","780","1997","22314","","25","$390,000","780","6","Patricia A Wilson","Brian D MacMahon","Long & Foster Real Estate, Inc. (LNG183)"
"1000194537","RES","CLS","511 Columbus St N","Alexandria","Alexandria City, VA","2","1/0","Interior Row/Townhouse","10/27/17","$634,000","$634,000.00","","","0.03","2","1","0","","No Pool","$704.44","1.00000","1.00000","CENTURY 21 New Millennium","1,350","1880","22314","CARRIAGE WORKS","142","$634,000","900","7","Holly Beville","Patricia J Contreras","McEnearney Associates, Inc. (MCE1)"
"1000083035","RES","CLS","1023 Royal St #308","Alexandria","Alexandria City, VA","2","2/1","Unit/Flat/Apartment","10/27/17","$725,000","$725,000.00","$0.00","ABINGDON ROW","","1","1","1","","No Pool","$565.08","1.00000","1.00000","Keller Williams Realty","1,283","2007","22314","","15","$725,000","1,283","8","Patricia Cornelio","Steven A Wright","TTR Sotheby's International Realty (TTRS6)"
"1000082827","RES","CLS","918 Slaters Ln","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","10/27/17","$749,990","$774,941.00","$1,250.00","POTOMAC YARD","","0","0","1","","No Pool","$395.98","0.96780","0.93756","Metropolitan Regional Information Systems, Inc.","1,894","2017","22314","","5","$799,941","1,894","46","Shawn M Evans","Non Member","Monument Sotheby's International Realty (MONUM1)"
"1000083305","RES","CLS","1238 Dartmouth Rd","Alexandria","Alexandria City, VA","3","2/2","End of Row/Townhouse","10/27/17","$680,000","$699,900.00","$94.55","QUAKER HILL","0.07","0","0","1","","Yes - Community","$279.03","0.97157","0.97157","Glass House Real Estate","2,437","1992","22314","QUAKER HILL","30","$699,900","2,437","20","Jennifer D Young","Khalil Alexander El-Ghoul","Keller Williams Chantilly Ventures, LLC (KWR4)"
"1000081905","RES","CLS","505 Prince St","Alexandria","Alexandria City, VA","3","3/1","End of Row/Townhouse","10/30/17","$1,275,000","$1,295,000.00","","","0.05","0","0","1","","No Pool","","0.98456","0.87031","TTR Sotheby's International Realty","","1897","22314","","125","$1,465,000","","209","Margaret D Crowlie","Diane G Murphy","W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)"
"1001013079","RES","CLS","505 Braddock Rd E #306","Alexandria","Alexandria City, VA","2","1/1","Unit/Flat/Apartment","10/30/17","$405,000","$410,000.00","","COLECROFT","","2","1","1","","No Pool","$459.18","0.98780","0.98780","Wydler Brothers VA01 LLC","882","1987","22314","COLECROFT","35","$410,000","882","9","Shawn A Harris","Greta J Kohlhagen","Redfin Corporation (REFC1)"
"1000082915","RES","CLS","526 West St N #526","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","10/30/17","$416,000","$416,000.00","$87.00","COLECROFT","","2","1","0","","No Pool","$414.76","1.00000","1.00000","RE/MAX Select Properties","1,003","1986","22314","COLECROFT","36","$416,000","1,003","21","Ann A Duff","Kevin J Carter","McEnearney Associates, Inc. (MCE1)"
"1000082805","RES","CLS","400 Madison St #707","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","10/30/17","$560,000","$560,000.00","","ALEXANDRIA HOUSE","","2","2","0","","Yes - Community","$462.05","1.00000","0.98246","Coldwell Banker Residential Brokerage","1,212","1975","22314","ALEXANDRIA HOUSE","47","$570,000","1,212","53","Elizabeth R Willey","Elizabeth R Willey","Coldwell Banker Residential Brokerage (CBRB54)"
"1000083309","RES","CLS","521 Washington St N #001","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","10/31/17","$335,000","$350,000.00","","BOTTLING HOUSE","","1","1","0","","No Pool","$711.25","0.95714","0.95714","McEnearney Associates, Inc.","471","2017","22314","","5","$350,000","471","21","Robert J Test","Carol S Feinthel","McWilliams/Ballard Inc. (MCWB1)"
"1001013157","RES","CLS","1411 Prince St","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","10/31/17","$575,000","$575,000.00","","","0.02","0","0","1","","No Pool","$530.44","1.00000","1.00000","McEnearney Associates, Inc.","1,084","1900","22314","CHELSEA","122","$575,000","1,084","9","Paul V Anderson","Paul V Anderson","McEnearney Associates, Inc. (MCE1)"
"1002788075","RES","CLS","922 Pendleton St","Alexandria","Alexandria City, VA","2","1/1","Detached","10/31/17","$620,000","$619,000.00","","","0.04","0","0","1","","No Pool","$565.69","1.00162","1.00162","McEnearney Associates, Inc.","1,096","1948","22314","","74","$619,000","1,096","4","Annette J Hinaman","Phillip Allen","McEnearney Associates, Inc. (MCE1)"
"1000082371","RES","CLS","1250 Washington St #507","Alexandria","Alexandria City, VA","1","1/1","Unit/Flat/Apartment","10/31/17","$490,000","$500,000.00","","PORTO VECCHIO","","1","1","1","","Yes - Community, Yes - Personal","$436.72","0.98000","0.92453","RE/MAX Allegiance","1,122","1983","22314","PORTO VECCHIO","39","$530,000","1,122","80","Mary Grace M Mandaro","Raymond A Gernhart","Avery-Hess, REALTORS (AHR4)"
"1000083097","RES","CLS","110 Roberts Ln #401","Alexandria","Alexandria City, VA","3","2/0","Unit/Flat/Apartment","10/31/17","$339,500","$348,000.00","","FORT ELLSWORTH","","3","2","0","","Yes - Community, Yes - Personal","$264.82","0.97557","0.97557","Redfin Corporation","1,282","1974","22314","FORT ELLSWORTH","48","$348,000","1,282","35","Deborah E Alea","Ahmad T Ayub","Long & Foster Real Estate, Inc. (LNG183)"
"1000082899","RES","CLS","400 Madison St #1104","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","10/31/17","$679,000","$679,000.00","","ALEXANDRIA HOUSE","","2","2","0","","Yes - Community, Yes - Personal","$523.11","1.00000","0.97139","Long & Foster Real Estate, Inc.","1,298","1975","22314","ALEXANDRIA HOUSE","47","$699,000","1,298","24","Shaughn H White","Sheryl F Lambson","Keller Williams Capital Properties (KWCP1)"
"1001005377","RES","CLS","928 Second St","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","11/01/17","$576,000","$584,500.00","","","0.03","0","0","0","","No Pool","","0.98546","0.98546","KW Metro Center","","1935","22314","WESTOVER","87","$584,500","","22","Jeffery S McGlothlin","Kenneth Courtade","McEnearney Associates, Inc. (MCE1)"
"1000082677","RES","CLS","423 Washington St","Alexandria","Alexandria City, VA","1","1/0","Interior Row/Townhouse","11/01/17","$610,000","$665,000.00","","","0.04","1","1","0","","No Pool","","0.91729","0.94574","Weichert, REALTORS","","1880","22314","","142","$645,000","","55","Scott W Elkins","Scott W Elkins","Weichert, REALTORS (WEI58)"
"1001013125","RES","CLS","922 Washington St S #206","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","11/01/17","$249,400","$249,400.00","","BEARINGS SOUTH","","1","1","0","","No Pool","$395.25","1.00000","1.00000","Coldwell Banker Realty","631","1941","22314","BEARINGS SOUTH","81","$249,400","631","8","Frank L Prindle","Leila Plassey-Harrington","RE/MAX Allegiance (RMAX128)"
"1001005363","RES","CLS","309 Patrick St","Alexandria","Alexandria City, VA","2","1/1","Detached","11/01/17","$457,250","$437,000.00","","","0.07","0","0","1","","No Pool","$309.79","1.04634","1.04634","Fairfax Realty Select","1,476","1840","22314","","182","$437,000","1,476","12","Lenwood A Johnson","Rachel Zelaya","Keller Williams Realty (KWR14)"
"1000081911","RES","CLS","2181 Jamieson Ave #1511","Alexandria","Alexandria City, VA","3","3/1","Unit/Flat/Apartment","11/01/17","$780,000","$780,000.00","","CARLYLE TOWERS","","3","3","1","","Yes - Community","$389.42","1.00000","0.88737","McEnearney Associates, Inc.","2,003","2001","22314","","21","$879,000","2,003","368","Michael C Manuel","Jennifer L Walker","Long & Foster Real Estate, Inc. (LNG183)"
"1000202947","RES","CLS","817 Oronoco St","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","11/02/17","$629,000","$629,000.00","","","0.03","0","0","1","","No Pool","","1.00000","1.00000","Arlington Realty, Inc.","","1850","22314","CARRIAGE WORKS","172","$629,000","","5","Fouad Talout","Severin L Kamm","Long & Foster Real Estate, Inc. (LNG83)"
"1000083441","RES","CLS","715 Washington St #C-35","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","11/03/17","$245,000","$249,000.00","","OLD TOWN GARDENS","","1","1","0","","Yes - Community","$423.14","0.98394","0.98394","Keller Williams Realty","579","1940","22314","OLD TOWN GARDENS","82","$249,000","579","27","Heidi Carter","Paige McLaughlin","Keller Williams Realty (KWR21)"
