"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","Current Price","List Price","HOA Fee","Building Name","Lot Size Acres","Main Level Bedrooms","Main Level Full Baths","Main Level Half Baths","Municipality","Pool","Price/SqFt","RATIO Close Price By List Price","RATIO Close Price By Original List Price","Selling Office Name","Total SQFT","Year Built","Zip Code","Legal Subdivision","Age","Original List Price","Above Grade Finished SQFT","DOM","List Agent Full Name","Selling Agent Full Name","List Office Name"
"VAAX244086","RES","CLS","806 S Fairfax St","Alexandria","Alexandria City, VA","3","1","Interior Row/Townhouse","03/05/20","$725,000","$725,000.00","","","0.06","","","","","No Pool","$592.32","1.00000","1.00000","KW Metro Center","1,524","1955","22314","YATES GARDENS","67","$725,000","1,224","1","Linda T Wolf","Linda T Wolf","KW Metro Center (KWR19)"
"VAAX242958","RES","CLS","421 N Columbus St","Alexandria","Alexandria City, VA","4","3/1","End of Row/Townhouse","03/05/20","$1,398,000","$1,398,000.00","","","0.04","","","1","","No Pool","$532.77","1.00000","1.00000","Long & Foster Real Estate, Inc.","2,624","1880","22314","CARRIAGE WORKS","142","$1,398,000","2,624","13","Kimberly A Gerdon","Elizabeth H Lucchesi","CENTURY 21 New Millennium (CENT2007)"
"VAAX239966","RES","CLS","619 N Saint Asaph St","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","03/06/20","$870,000","$875,000.00","","","","0","0","","","No Pool","$562.74","0.99429","0.93548","TTR Sotheby's International Realty","1,546","1999","22314","PORTNER BREWERY","23","$930,000","1,546","46","Patrice P Angle","Gwendolyn Gowdey","TTR Sotheby's International Realty (TTRS2)"
"VAAX242694","RES","CLS","822 Water Pl","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","03/06/20","$1,010,000","$899,000.00","$598.00","RIVERGATE","0.03","0","0","1","","No Pool","$465.44","1.12347","1.12347","McEnearney Associates, Inc.","2,170","1995","22314","RIVERGATE","27","$899,000","2,170","3","Heather C Corey","Patricia A Smith","TTR Sotheby's International Realty (TTRS6)"
"VAAX244262","RES","CLS","1657 Hunting Creek Dr","Alexandria","Alexandria City, VA","4","3/1","Interior Row/Townhouse","03/07/20","$924,900","$924,900.00","$150.00","","0.04","0","0","1","","Yes - Community","$337.55","1.00000","1.00000","Weichert, REALTORS","2,740","1998","22314","OLD TOWN GREENS","24","$924,900","2,740","1","Gretchen Wilkinson","Gretchen Wilkinson","Weichert, REALTORS (WEI58)"
"VAAX243590","RES","CLS","801 N Pitt St #302","Alexandria","Alexandria City, VA","0","1","Unit/Flat/Apartment","03/09/20","$200,000","$205,000.00","","PORT ROYAL","","0","1","","","No Pool","$520.83","0.97561","0.97561","Long & Foster Real Estate, Inc.","768","1965","22314","PORT ROYAL","57","$205,000","384","9","Tiana C Hickman","Tiana C Hickman","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX244334","RES","CLS","1250 S Washington St #317","Alexandria","Alexandria City, VA","3","3","Unit/Flat/Apartment","03/09/20","$790,000","$790,000.00","","PORTO VECCHIO CONDOMINIUM","","3","3","","","Yes - Community","$420.88","1.00000","1.00000","Long & Foster Real Estate, Inc.","1,877","0","22314","","","$790,000","1,877","1","Annelise J Smith","Amanda Carter","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX240256","RES","CLS","900 Franklin St","Alexandria","Alexandria City, VA","1","1","Interior Row/Townhouse","03/11/20","$480,000","$525,000.00","","","0.02","0","0","","","No Pool","$384.62","0.91429","0.83478","McEnearney Associates, Inc.","1,656","1820","22314","PATRICK HENRY","202","$575,000","1,248","116","Barbara P Cousens","Kimberly C Peele","McEnearney Associates, Inc. (MCE1)"
"VAAX243622","RES","CLS","711-B Massey Ln","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","03/11/20","$665,000","$650,000.00","","","","0","0","1","","Yes - Community","$372.97","1.02308","1.02308","Optime Realty","1,783","2000","22314","OLD TOWN GREENS","22","$650,000","1,783","3","Natalie Carson","Keri K Shull","Coldwell Banker Realty (CBRB52)"
"VAAX243158","RES","CLS","211 Yale Dr","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","03/11/20","$651,000","$599,000.00","$98.99","QUAKER HILL","0.04","","","","","Yes - Community","$351.89","1.08681","1.08681","McEnearney Associates, Inc.","1,850","1990","22314","QUAKER HILL","32","$599,000","1,850","5","Diane U Freeman","Susan M Sarcone","Redfin Corporation (REFC1)"
"VAAX243386","RES","CLS","801 N Pitt St #802","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","03/12/20","$247,000","$250,000.00","","PORT ROYAL","","1","1","","","No Pool","$315.05","0.98800","0.98800","RLAH Real Estate","784","1965","22314","PORT ROYAL","57","$250,000","784","6","Gregory A Allen","Felicia Meier","Keller Williams Realty (KWR8)"
"VAAX234604","RES","CLS","601 N Fairfax St #213","Alexandria","Alexandria City, VA","2","2/1","Unit/Flat/Apartment","03/13/20","$1,615,000","$1,649,000.00","","THE ORONOCO","","2","2","1","","Yes - Community","$771.99","0.97938","0.95168","Long & Foster Real Estate, Inc.","2,092","2014","22314","","8","$1,697,000","2,092","230","Elizabeth R Willey","Warren J Kluth","Coldwell Banker Realty (CBRB54)"
"VAAX242660","RES","CLS","55 Skyhill Rd #303","Alexandria","Alexandria City, VA","3","1/1","Unit/Flat/Apartment","03/16/20","$325,000","$325,000.00","","SEMINARY WALK","","3","1","1","","No Pool","$294.65","1.00000","1.00000","CENTURY 21 New Millennium","1,103","1959","22314","SEMINARY WALK","63","$325,000","1,103","13","Betty H Peerenboom","John F Marcellus","Long & Foster Real Estate, Inc. (LNG79)"
"VAAX241612","RES","CLS","819 Prince St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","03/16/20","$1,235,000","$1,295,000.00","","","0.04","0","0","1","","No Pool","$694.60","0.95367","0.88530","Compass","1,778","1803","22314","FARNEY","219","$1,395,000","1,778","72","Elizabeth H Lucchesi","Sam Nassar","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX242964","RES","CLS","520 John Carlyle St #337","Alexandria","Alexandria City, VA","0","1","Unit/Flat/Apartment","03/17/20","$332,000","$325,000.00","","CONDOS AT CARLYL","","0","1","","","No Pool","$600.36","1.02154","1.02154","Home Towne Real Estate","553","2007","22314","CONDOS AT CARLYLE SQUARE","15","$325,000","553","20","Meiling Yang","Matthew F Keahon","McEnearney Associates, Inc. (MCE1)"
"VAAX242652","RES","CLS","727 S Columbus St","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","03/17/20","$663,000","$650,000.00","","","0.04","0","0","0","","No Pool","$722.22","1.02000","1.02000","Paragon Realty, LLC","1,377","1941","22314","PATRICK HENRY","81","$650,000","918","14","Marietta K Jemison","Chad F Morton","KW Metro Center (KWR17)"
"VAAX242358","RES","CLS","919 Duke St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","03/17/20","$950,000","$975,000.00","","","0.04","0","0","1","","No Pool","$408.43","0.97436","0.95000","Compass","2,326","1880","22314","","142","$1,000,000","2,326","43","Lauren A Bishop","Mary Ashley Zimmermann","McEnearney Associates, Inc. (MCE1)"
"VAAX242762","RES","CLS","413 S Washington St","Alexandria","Alexandria City, VA","3","1/1","Twin/Semi-Detached","03/18/20","$749,900","$749,900.00","","","0.06","","","1","","No Pool","$429.00","1.00000","1.00000","Coldwell Banker Realty","2,099","1790","22314","","232","$749,900","1,748","22","Phyllis G Patterson","David L Smith","TTR Sotheby's International Realty (TTRS6)"
"VAAX242076","RES","CLS","212 Gibbon St","Alexandria","Alexandria City, VA","2","2/1","End of Row/Townhouse","03/18/20","$925,900","$949,900.00","","","0.03","","","1","","No Pool","$526.68","0.97473","0.93055","Long & Foster Real Estate, Inc.","1,758","1860","22314","","162","$995,000","1,758","69","Dale E. Mattison","Dale E. Mattison","Long & Foster Real Estate, Inc. (LNG194)"
"VAAX241320","RES","CLS","1102 Trinity Dr","Alexandria","Alexandria City, VA","3","3/0","Detached","03/18/20","$831,000","$825,000.00","","","0.19","2","2","0","","No Pool","$360.68","1.00727","1.00727","RE/MAX Distinctive Real Estate, Inc.","2,304","1951","22314","COLLEGE PARK","71","$825,000","2,304","94","MaryAnn Burstein","Anthony P Cammarota","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX243300","RES","CLS","517 Queen St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","03/18/20","$1,580,000","$1,575,000.00","","","0.06","0","0","1","","No Pool","$615.26","1.00317","1.00317","TTR Sotheby's International Realty","2,988","1820","22314","","202","$1,575,000","2,568","7","Stephen Toop","Nancy Perkins","United Brokers VA Ltd. (UNBR1)"
"VAAX244690","RES","CLS","101 Queen St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","03/18/20","$1,625,000","$1,625,000.00","","BRANDT TOWNHOUSE","0.04","3","2","1","","No Pool","$572.18","1.00000","1.00000","McEnearney Associates, Inc.","3,060","1971","22314","BRANDT TOWNHOUSE","51","$1,625,000","2,840","1","Annette J Hinaman","Melissa B Shelby","McEnearney Associates, Inc. (MCE1)"
"VAAX100370","RES","CLS","604 Bashford Ln #2121","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","03/19/20","$275,000","$275,000.00","","RIVERTON","","2","1","0","","Yes - Community","$394.55","1.00000","1.10000","Samson Properties","697","1940","22314","RIVERTON","82","$250,000","697","31","Ann-Marie Grotticelli","Michael Dowling","Coldwell Banker Realty (CBRB54)"
"VAAX243448","RES","CLS","432 S Columbus St","Alexandria","Alexandria City, VA","4","4/1","End of Row/Townhouse","03/19/20","$1,658,000","$1,665,000.00","$300.00","","0.08","0","0","1","","No Pool","$662.67","0.99580","0.99580","McWilliams/Ballard Inc.","3,300","2016","22314","","6","$1,665,000","2,502","1","Barbara G Beckwith","Robert J Test","McEnearney Associates, Inc. (MCE1)"
"VAAX239514","RES","CLS","225 N West St","Alexandria","Alexandria City, VA","3","2","Detached","03/20/20","$610,000","$610,000.00","","","0.05","3","2","","","No Pool","$389.03","1.00000","0.81333","KW Metro Center","1,568","1920","22314","","102","$750,000","1,568","145","Christopher S Logan","Jacob Smith Hamilton","RE/MAX Allegiance (RMAX120)"
"VAAX242848","RES","CLS","2151 Jamieson Ave #1610","Alexandria","Alexandria City, VA","3","2/1","Unit/Flat/Apartment","03/20/20","$800,000","$800,000.00","","","","3","2","1","","Yes - Community, Yes - Personal","$481.64","1.00000","1.00000","McEnearney Associates, Inc.","1,661","1999","22314","","23","$800,000","1,661","4","Brenda R Stone","Ann P McClure","EXP Realty, LLC (EXPY3)"
"VAAX243820","RES","CLS","156 Hilton St","Alexandria","Alexandria City, VA","4","2","Detached","03/20/20","$725,000","$725,000.00","","","0.12","2","1","","","No Pool","$428.99","1.00000","1.00000","Compass","1,690","1940","22314","GLENMORE","82","$725,000","1,690","7","Barak Sky","Paul A Gonzalez","Long & Foster Real Estate, Inc. (LNG194)"
"VAAX243702","RES","CLS","1213 Powhatan St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","03/23/20","$719,000","$698,000.00","","","0.05","0","1","0","","No Pool","$665.74","1.03009","1.03009","Long & Foster Real Estate, Inc.","1,512","1941","22314","VIRGINIA VILLAGE","81","$698,000","1,080","4","George H Myers","John R Skinner","McEnearney Associates, Inc. (MCE1)"
"VAAX243734","RES","CLS","120 Roberts Ln #100","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","03/23/20","$370,000","$349,999.00","","FORT ELLSWORTH","","2","1","","","Yes - Community","$333.33","1.05715","1.05715","Optime Realty","1,110","1974","22314","FORT ELLSWORTH","48","$349,999","1,110","2","Jennifer R Smith-Kilpatrick","Keri K Shull","Keller Williams Realty (KWR8)"
"VAAX243664","RES","CLS","210 W Taylor Run Pkwy","Alexandria","Alexandria City, VA","3","2","End of Row/Townhouse","03/24/20","$540,000","$519,900.00","","","0.07","","","","","No Pool","$468.75","1.03866","1.03866","Long & Foster Real Estate, Inc.","1,584","1955","22314","","67","$519,900","1,152","5","Stephen I Hales","Ryan K Tyndall","Berkshire Hathaway HomeServices PenFed Realty (PFED25)"
"VAAX243954","RES","CLS","1104 Trinity Dr","Alexandria","Alexandria City, VA","4","3","Detached","03/24/20","$700,000","$695,000.00","","","0.24","3","2","","","No Pool","$428.92","1.00719","1.00719","Long & Foster Real Estate, Inc.","2,066","1951","22314","COLLEGE PARK","71","$695,000","1,632","2","Kerry A Adams","Allison Kelley","TTR Sotheby's International Realty (TTRS6)"
"VAAX243286","RES","CLS","525 N Fayette St #612","Alexandria","Alexandria City, VA","2","2","Penthouse Unit/Flat/Apartment","03/25/20","$789,000","$789,000.00","","THE MONARCH/THE HENRY,THE HENRY & THE MONARCH","","2","2","","","No Pool","$529.53","1.00000","1.00000","Coldwell Banker Realty","1,500","2008","22314","THE MONARCH","14","$789,000","1,490","5","Matthew K Allen","David L Smith","Compass (COMPS8)"
"VAAX244564","RES","CLS","318 S Fairfax St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","03/25/20","$1,665,000","$1,665,000.00","","","0.06","0","0","1","","No Pool","$846.04","1.00000","1.00000","McEnearney Associates, Inc.","1,968","1840","22314","","182","$1,665,000","1,968","1","Colleen Coopersmith","Colleen Coopersmith","McEnearney Associates, Inc. (MCE1)"
"VAAX243610","RES","CLS","144 N Union St","Alexandria","Alexandria City, VA","2","2/1","End of Row/Townhouse","03/26/20","$819,900","$819,900.00","","TORPEDO FACTORY","","0","","1","","No Pool","$550.27","1.00000","1.00000","Partners In Real Estate","1,490","1985","22314","TORPEDO FACTORY","37","$819,900","1,490","7","Marybeth G Fraser","David W Spires","KW Metro Center (KWR17)"
"VAAX243192","RES","CLS","231 N Henry St","Alexandria","Alexandria City, VA","2","1/1","Twin/Semi-Detached","03/27/20","$589,000","$589,000.00","","","","0","0","1","","No Pool","","1.00000","1.00000","McEnearney Associates, Inc.","0","1830","22314","","192","$589,000","0","10","Donna Mank","Jillian Keck Hogan","Compass (COMPS1)"
"VAAX243976","RES","CLS","309 Holland Ln #116","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","03/27/20","$570,000","$555,000.00","","","","2","2","","","No Pool","$546.50","1.02703","1.02703","Redfin Corporation","1,043","2006","22314","","16","$555,000","1,043","7","Donna J. Cramer","Albert D Pasquali","McEnearney Associates, Inc. (MCE1)"
"VAAX235142","RES","CLS","609 N Columbus St","Alexandria","Alexandria City, VA","4","3/1","Interior Row/Townhouse","03/27/20","$1,161,852","$1,085,000.00","","","0.04","0","0","1","","No Pool","$711.92","1.07083","1.07083","KW Metro Center","2,428","1900","22314","","122","$1,085,000","1,632","20","Linda T Wolf","Kathryn Emily DeWitt","KW Metro Center (KWR19)"
"VAAX242992","RES","CLS","630 Payne St N","Alexandria","Alexandria City, VA","2","2/2","Interior Row/Townhouse","03/27/20","$637,000","$735,000.00","","","0.04","0","0","1","","Yes - Community","$318.50","0.86667","0.86667","Redfin Corp","2,375","1990","22314","","32","$735,000","2,000","53","Judy E Gyllensvaan","Katherine Scire","Long & Foster Real Estate, Inc. (LNG42)"
"VAAX243176","RES","CLS","905 Bernard St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","03/27/20","$875,000","$875,000.00","$85.00","","0.05","0","0","1","","No Pool","$405.09","1.00000","1.00000","Washington Fine Properties","2,160","2001","22314","OLD TOWN CRESCENT","21","$875,000","2,160","1","Sue S Goodhart","Jennifer Mary Schultz","Compass (COMPS8)"
"VAAX243988","RES","CLS","1804 W Abingdon Dr #101","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","03/30/20","$261,750","$250,000.00","","POTOWMACK CROSSI","","1","1","","","No Pool","$452.85","1.04700","1.04700","TTR Sotheby's International Realty","578","1942","22314","POTOWMACK CROSSING","80","$250,000","578","4","C. Michael Lekas","Dayna L Blumel","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX243234","RES","CLS","902 Oronoco St","Alexandria","Alexandria City, VA","3","2/0","Detached","03/30/20","$854,000","$874,900.00","","","0.03","0","0","0","","No Pool","$671.38","0.97611","0.97611","EXP Realty, LLC.","1,832","1978","22314","CARRIAGE WORKS","44","$874,900","1,272","2","Margaret A Simpson","Patricia S Harris","Long & Foster Real Estate, Inc. (LNG338)"
"VAAX243110","RES","CLS","521 N Washington St #202","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","03/30/20","$1,130,000","$1,195,000.00","","","","2","2","","","No Pool","$756.36","0.94561","0.94561","Compass","1,494","2017","22314","","5","$1,195,000","1,494","37","Barbara G Beckwith","Mary Ashley Zimmermann","McEnearney Associates, Inc. (MCE1)"
"VAAX242656","RES","CLS","624 S Saint Asaph St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","03/30/20","$1,380,000","$1,395,000.00","","","0.05","0","0","1","","No Pool","$610.08","0.98925","0.98925","McEnearney Associates, Inc.","2,262","1875","22314","","147","$1,395,000","2,262","16","Colleen Coopersmith","Barbara G Beckwith","McEnearney Associates, Inc. (MCE1)"
"VAAX243456","RES","CLS","707 N Fayette St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","03/30/20","$925,000","$925,000.00","$120.00","","0.02","0","0","1","","No Pool","$392.95","1.00000","1.01760","Long & Foster Real Estate, Inc.","2,354","2002","22314","BRADDOCK LOFTS","20","$909,000","2,354","3","Turan Tombul","Cynthia Schneider","RE/MAX Allegiance (RMAX127)"
"VAAX242756","RES","CLS","1007 Vassar Rd","Alexandria","Alexandria City, VA","5","3/2","Detached","03/30/20","$1,645,000","$1,650,000.00","","","","1","1","1","","No Pool","$447.25","0.99697","0.99697","Long & Foster Real Estate, Inc.","5,548","1945","22314","COLLEGE PARK","77","$1,650,000","3,678","32","Lauren A Bishop","Paul Cachion","McEnearney Associates, Inc. (MCE1)"
"VAAX235052","RES","CLS","320 South Union St #ALEXANDER LOT 606","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","03/31/20","$1,884,725","$1,745,000.00","$417.00","","0.02","0","0","1","","No Pool","$794.91","1.08007","1.08007","McEnearney Associates, Inc.","2,371","2019","22314","","3","$1,745,000","2,371","1","Preston E Innerst Jr.","Cynthia L Clemmer","EYA Marketing, LLC (EYAU2)"
"VAAX242932","RES","CLS","401 S Union St","Alexandria","Alexandria City, VA","4","3/1","End of Row/Townhouse","03/31/20","$1,425,000","$1,425,000.00","","","0.04","0","0","1","","No Pool","$578.33","1.00000","0.86364","Coldwell Banker Residential Brokerage","2,464","1978","22314","","44","$1,649,999","2,464","25","Kristen K Jones","Greg Doherty","McEnearney Associates, Inc. (MCE1)"
"VAAX243668","RES","CLS","807 Green St","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","04/01/20","$700,000","$700,000.00","","","0.03","0","0","","","No Pool","$694.44","1.00000","1.00000","Coldwell Banker Realty","1,460","1940","22314","HUNTING CREEK","82","$700,000","1,008","9","Rebecca D McCullough","David L Smith","McEnearney Associates, Inc. (MCE1)"
"VAAX243140","RES","CLS","168 Moncure Dr","Alexandria","Alexandria City, VA","3","2/0","Detached","04/01/20","$730,000","$730,000.00","","","0.12","1","1","0","","No Pool","$460.86","1.00000","1.00000","Pearson Smith Realty, LLC","1,584","1940","22314","GLENMORE","82","$730,000","1,584","0","Katie E Wethman","Denise Persinger Finley","Keller Williams Realty (KWR21)"
"VAAX243476","RES","CLS","908 Montgomery St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","04/02/20","$995,000","$995,000.00","$100.00","","0.02","","","1","","No Pool","$457.89","1.00000","1.00000","RE/MAX Distinctive Real Estate, Inc.","2,173","2012","22314","","10","$995,000","2,173","8","Phyllis G Patterson","Karim Rahmoune","TTR Sotheby's International Realty (TTRS6)"
"VAAX243146","RES","CLS","229 N Henry St","Alexandria","Alexandria City, VA","1","1/1","Twin/Semi-Detached","04/03/20","$539,000","$539,000.00","","","","0","0","1","","No Pool","$829.23","1.00000","1.00000","TTR Sotheby's International Realty","650","1830","22314","","192","$539,000","650","5","Donna Mank","Justin Kitsch","Compass (COMPS1)"
"VAAX243878","RES","CLS","560 N Saint Asaph St","Alexandria","Alexandria City, VA","2","1/1","End of Row/Townhouse","04/03/20","$711,243","$685,000.00","","SHAD ROW","","0","","","","No Pool","$718.43","1.03831","1.03831","McEnearney Associates, Inc.","1,350","1980","22314","SHAD ROW","42","$685,000","990","6","Sue S Goodhart","James E Shirey","Compass (COMPS8)"
"VAAX244024","RES","CLS","1250 S Washington St #514","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","04/03/20","$420,000","$330,000.00","","PORTO VECCHIO","","2","2","","","Yes - Community","$358.97","1.27273","1.27273","Long & Foster Real Estate, Inc.","1,170","1983","22314","PORTO VECCHIO","39","$330,000","1,170","3","Catherine T Coridan","Patricia A Tierney","KW Metro Center (KWR19)"
"VAAX243666","RES","CLS","1111 Oronoco St #430","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","04/03/20","$699,000","$699,000.00","","THE MONARCH","","2","2","","","No Pool","$515.49","1.00000","1.00000","Long & Foster Real Estate, Inc.","1,356","2008","22314","THE MONARCH","14","$699,000","1,356","5","Genevieve A Moorhouse","Kristin H. Usaitis","McEnearney Associates, Inc. (MCE1)"
"VAAX243694","RES","CLS","701 Arch Hall Ln","Alexandria","Alexandria City, VA","3","3/1","End of Row/Townhouse","04/03/20","$990,000","$950,000.00","$150.00","","0.05","","","1","","Yes - Community","$363.17","1.04211","1.04211","KW Metro Center","2,726","1999","22314","OLD TOWN GREENS","23","$950,000","2,726","1","Nicole M McCullar","Christopher J Downey","KW Metro Center (KWR19)"
"VAAX242578","RES","CLS","206 S Patrick St","Alexandria","Alexandria City, VA","4","3/1","End of Row/Townhouse","04/03/20","$1,410,000","$1,449,000.00","","","0.05","","","1","","No Pool","$446.49","0.97308","0.94063","Long & Foster Real Estate, Inc.","3,158","1880","22314","","142","$1,499,000","3,158","21","John Moore","Lynn A. Stewart","KW United (KWR30)"
"VAAX243802","RES","CLS","800 S St Asaph St #205","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","04/06/20","$391,297","$379,900.00","","ST ASAPH SQUARE","","1","1","0","","Yes - Community","$474.30","1.03000","1.03000","Pearson Smith Realty, LLC","825","1982","22314","ST ASAPH SQUARE","40","$379,900","825","9","George H Myers","Thomas Thieman","McEnearney Associates, Inc. (MCE1)"
"VAAX241514","RES","CLS","416 N Henry St","Alexandria","Alexandria City, VA","3","1/0","Interior Row/Townhouse","04/06/20","$540,000","$559,950.00","","","0.03","1","0","0","","No Pool","$610.86","0.96437","0.93120","Compass","884","1920","22314","","102","$579,900","884","120","Norman S Domingo","Greg Moss","XRealty.NET LLC (XRN1)"
"VAAX244458","RES","CLS","702 S Fayette St #12","Alexandria","Alexandria City, VA","3","1","Unit/Flat/Apartment","04/06/20","$340,000","$340,000.00","","","","3","1","","","No Pool","$377.78","1.00000","1.00000","KW Metro Center","900","1940","22314","","82","$340,000","900","5","Erin K. Jones","Lisa Manuccia","KW Metro Center (KWR19)"
"VAAX243428","RES","CLS","1314 Michigan Ave","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","04/06/20","$710,000","$688,000.00","","","0.04","0","0","","","No Pool","$720.08","1.03198","1.03198","Weichert, REALTORS","1,479","1939","22314","VIRGINIA VILLAGE","83","$688,000","986","5","Ann A Duff","Gretchen Wilkinson","McEnearney Associates, Inc. (MCE1)"
"VAAX243748","RES","CLS","2050 Jamieson Ave #1501","Alexandria","Alexandria City, VA","2","2","Penthouse Unit/Flat/Apartment","04/06/20","$811,000","$799,500.00","","THE JAMIESON","","2","2","","","No Pool","$554.72","1.01438","0.95423","Keller Williams Realty","1,462","2008","22314","THE JAMIESON","14","$849,900","1,462","17","Paul J Sliwka","Jill Judge","Central Properties, LLC, (CTRP1)"
"VAAX243532","RES","CLS","718 Queen St","Alexandria","Alexandria City, VA","3","2/0","Interior Row/Townhouse","04/06/20","$955,000","$955,000.00","","","0.03","0","0","0","","No Pool","$605.20","1.00000","1.00000","Long & Foster Real Estate, Inc.","1,578","1870","22314","","152","$955,000","1,578","7","LASHIKA S MASON","Martine M Irmer","Keller Williams Capital Properties (KWCP1)"
"VAAX244036","RES","CLS","505 S Royal St","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","04/06/20","$925,000","$899,000.00","","","0.03","","","1","","No Pool","$435.50","1.02892","1.02892","TTR Sotheby's International Realty","2,754","1964","22314","","58","$899,000","2,124","3","Jud Burke","VLADIMIR DALLENBACH","McEnearney Associates, Inc. (MCE1)"
"VAAX244042","RES","CLS","422 S Fayette St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","04/06/20","$1,010,000","$992,500.00","$193.00","","0.03","0","0","1","","Yes - Community","$436.29","1.01763","1.01763","Weichert, REALTORS","2,315","1998","22314","OLD TOWN VILLAGE","24","$992,500","2,315","5","Lisa W Groover","Cheryl Crate","McEnearney Associates, Inc. (MCE1)"
"VAAX244254","RES","CLS","525 Bashford Ln #3","Alexandria","Alexandria City, VA","2","1","Interior Row/Townhouse","04/07/20","$378,000","$374,900.00","","HARBOR TERRACE","","2","1","","","No Pool","$420.00","1.00827","1.00801","Coldwell Banker Realty","900","1944","22314","HARBOR TERRACE","78","$374,995","900","9","Sheryl F Lambson","Bradley K Griffin","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX243422","RES","CLS","305 S Payne St #306","Alexandria","Alexandria City, VA","2","2/1","Unit/Flat/Apartment","04/07/20","$650,000","$649,500.00","","","","0","0","1","","Yes - Community","$463.29","1.00077","1.00077","Monument Sotheby's International Realty","1,403","1997","22314","OLD TOWN VILLAGE","25","$649,500","1,403","3","Alex K Logsdon","Kate Julian","Compass (COMPS6)"
"VAAX243674","RES","CLS","1300 Roundhouse Ln #43","Alexandria","Alexandria City, VA","2","2/1","Unit/Flat/Apartment","04/07/20","$662,500","$645,000.00","","","","0","","1","","Yes - Community","$450.37","1.02713","1.02713","EXP Realty, LLC","1,471","1997","22314","OLD TOWN VILLAGE","25","$645,000","1,471","7","Peter J Braun Jr.","Bic N DeCaro","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX243678","RES","CLS","2121 Jamieson Ave #1909","Alexandria","Alexandria City, VA","3","3/0","Unit/Flat/Apartment","04/07/20","$815,000","$815,000.00","","","","3","3","0","","Yes - Community, Yes - Personal","$438.17","1.00000","1.00000","Compass","1,860","1997","22314","","25","$815,000","1,860","1","Brenda R Stone","Michael E Shapiro","EXP Realty, LLC. (EXPY3)"
"VAAX243886","RES","CLS","309 Yale Dr","Alexandria","Alexandria City, VA","3","2/1","Detached","04/08/20","$983,000","$925,000.00","","","0.34","3","2","1","","No Pool","$425.73","1.06270","1.06270","Compass","2,309","1950","22314","COLLEGE PARK","72","$925,000","2,309","4","Melinda L Schnur","Sue S Goodhart","KW United (KWR30)"
"VAAX243212","RES","CLS","1313 E Abingdon Dr #1","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","04/09/20","$289,000","$295,000.00","","HARBOR TERRACE OF OLD TOWN","","1","1","","","No Pool","$444.62","0.97966","0.96656","Redfin Corporation","650","1944","22314","HARBOR TERRACE","78","$299,000","650","42","Robert G Lepelletier, Jr.","Monique R Dean","Compass Real Estate (CPSR1)"
